ダウンロードした時刻：2021/06/18 10:18:33

,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉
2006/8/15,0.5,0,8,1,1.1,0,8,1,3.7,8,1,29.1,8,1,24.7,8,1,曇時々雨,8,1,曇時々雨,8,1,26.1,8,1
2006/8/16,22.0,0,8,1,2.6,0,8,1,3.2,8,1,31.3,8,1,24.5,8,1,曇一時雨後時々晴,8,1,晴後曇一時雨,8,1,27.0,8,1
2006/8/17,8.0,0,8,1,4.3,0,8,1,4.3,8,1,33.3,8,1,26.5,8,1,曇時々晴一時雨,8,1,曇後一時晴,8,1,28.9,8,1
2006/8/18,0,1,8,1,9.9,0,8,1,5.1,8,1,33.6,8,1,26.8,8,1,晴,8,1,晴,8,1,29.5,8,1
2006/8/19,25.0,0,8,1,4.8,0,8,1,3.4,8,1,32.0,8,1,26.3,8,1,晴後曇一時雨、雷を伴う,8,1,晴,8,1,28.5,8,1
2006/8/20,0.0,0,8,1,4.0,0,8,1,3.5,8,1,31.2,8,1,25.7,8,1,曇時々晴,8,1,晴,8,1,27.9,8,1
2006/8/21,0,1,8,1,8.4,0,8,1,3.1,8,1,32.8,8,1,25.2,8,1,薄曇後晴,8,1,晴,8,1,27.9,8,1
2006/8/22,0,1,8,1,8.1,0,8,1,2.8,8,1,32.6,8,1,24.6,8,1,晴,8,1,晴時々曇,8,1,27.9,8,1
2006/8/23,0.0,0,8,1,2.5,0,8,1,2.5,8,1,31.3,8,1,24.9,8,1,曇後一時雨,8,1,晴一時曇,8,1,27.4,8,1
2006/8/24,0,1,8,1,5.3,0,8,1,2.9,8,1,31.9,8,1,25.4,8,1,曇時々晴,8,1,晴後曇,8,1,28.4,8,1
2006/8/25,0.0,0,8,1,1.6,0,8,1,3.2,8,1,30.6,8,1,25.7,8,1,曇一時雨,8,1,曇後時々雨,8,1,27.5,8,1
2006/8/26,17.0,0,8,1,0.1,0,8,1,2.5,8,1,27.4,8,1,22.3,8,1,曇,8,1,曇,8,1,24.9,8,1
2006/8/27,0,1,8,1,2.0,0,8,1,3.0,8,1,27.8,8,1,23.1,8,1,曇一時晴,8,1,曇,8,1,25.0,8,1
2006/8/28,0,1,8,1,0.9,0,8,1,3.0,8,1,27.7,8,1,23.2,8,1,曇,8,1,曇後一時晴,8,1,25.5,8,1
2006/8/29,0,1,8,1,9.4,0,8,1,4.0,8,1,30.3,8,1,24.6,8,1,晴,8,1,晴後一時曇,8,1,27.4,8,1
2006/8/30,2.5,0,8,1,0.1,0,8,1,1.8,8,1,28.5,8,1,23.4,8,1,曇後時々雨,8,1,曇,8,1,25.7,8,1
2006/8/31,0,1,8,1,10.7,0,8,1,2.8,8,1,31.3,8,1,22.6,8,1,晴,8,1,晴後薄曇,8,1,26.3,8,1
2007/8/1,0,1,8,1,8.7,0,8,1,4.2,8,1,32.2,8,1,21.6,8,1,晴時々曇,8,1,曇,8,1,27.0,8,1
2007/8/2,2.0,0,8,1,4.2,0,8,1,5.1,8,1,32.7,8,1,26.0,8,1,曇一時雨後晴,8,1,晴,8,1,28.5,8,1
2007/8/3,1.5,0,8,1,8.4,0,8,1,6.9,8,1,32.9,8,1,26.2,8,1,曇一時雨後晴,8,1,晴後曇,8,1,28.8,8,1
2007/8/4,0,1,8,1,10.7,0,8,1,8.0,8,1,32.0,8,1,27.2,8,1,晴,8,1,晴,8,1,28.9,8,1
2007/8/5,0,1,8,1,11.0,0,8,1,5.5,8,1,31.7,8,1,26.4,8,1,晴,8,1,晴,8,1,28.4,8,1
2007/8/6,0,1,8,1,11.1,0,8,1,4.3,8,1,31.2,8,1,25.9,8,1,晴,8,1,晴,8,1,28.2,8,1
2007/8/7,0,1,8,1,12.5,0,8,1,,1,1,32.0,8,1,25.9,8,1,晴,8,1,晴,8,1,28.6,8,1
2007/8/8,0,1,8,1,9.9,0,8,1,6.1,8,1,32.3,8,1,27.0,8,1,晴,8,1,晴,8,1,29.1,8,1
2007/8/9,0,1,8,1,12.7,0,8,1,6.0,8,1,32.2,8,1,26.7,8,1,晴,8,1,晴,8,1,29.0,8,1
2007/8/10,0,1,8,1,10.6,0,8,1,3.8,8,1,35.5,8,1,26.8,8,1,晴,8,1,晴,8,1,29.9,8,1
2007/8/11,0,1,8,1,12.2,0,8,1,2.4,8,1,37.4,8,1,26.4,8,1,快晴,8,1,晴,8,1,30.1,8,1
2007/8/12,0,1,8,1,9.1,0,8,1,3.8,8,1,32.1,8,1,25.7,8,1,晴,8,1,晴後一時曇,8,1,28.5,8,1
2007/8/13,0.0,0,8,1,6.0,0,8,1,3.7,8,1,32.8,8,1,26.3,8,1,曇一時雨後晴,8,1,晴,8,1,28.9,8,1
2007/8/14,0,1,8,1,10.6,0,8,1,4.9,8,1,33.2,8,1,27.0,8,1,晴,8,1,快晴,8,1,29.6,8,1
2007/8/15,0,1,8,1,12.6,0,8,1,5.3,8,1,33.0,8,1,27.4,8,1,晴,8,1,晴,8,1,29.9,8,1
2007/8/16,0,1,8,1,9.7,0,8,1,3.9,8,1,36.2,8,1,28.0,8,1,晴,8,1,曇後晴,8,1,30.7,8,1
2007/8/17,0.0,0,8,1,6.4,0,8,1,3.9,8,1,35.7,8,1,25.5,8,1,晴時々曇,8,1,曇一時雨,8,1,30.4,8,1
2007/8/18,1.5,0,8,1,0,1,8,1,4.0,8,1,27.6,8,1,23.9,8,1,曇,8,1,曇,8,1,25.2,8,1
2007/8/19,0,1,8,1,9.8,0,8,1,4.0,8,1,31.2,8,1,23.7,8,1,晴,8,1,晴後曇一時雨,8,1,27.8,8,1
2007/8/20,0.0,0,8,1,7.8,0,8,1,3.4,8,1,35.8,8,1,27.1,8,1,晴一時曇、雷を伴う,8,1,晴後曇,8,1,29.9,8,1
2007/8/21,0,1,8,1,10.3,0,8,1,5.5,8,1,34.1,8,1,26.6,8,1,晴,8,1,快晴,8,1,29.6,8,1
2007/8/22,0.0,0,8,1,11.9,0,8,1,8.0,8,1,33.7,8,1,25.6,8,1,快晴,8,1,曇一時晴,8,1,29.9,8,1
2007/8/23,1.5,0,8,1,2.9,0,8,1,2.9,8,1,30.1,8,1,23.1,8,1,雨後晴,8,1,曇一時晴,8,1,25.7,8,1
2007/8/24,0.0,0,8,1,3.5,0,8,1,2.7,8,1,31.3,8,1,24.2,8,1,曇時々晴,8,1,曇時々晴一時雨,8,1,26.7,8,1
2007/8/25,0.0,0,8,1,5.5,0,8,1,2.8,8,1,33.8,8,1,24.4,8,1,晴一時曇,8,1,晴,8,1,27.9,8,1
2007/8/26,0,1,8,1,8.4,0,8,1,3.3,8,1,33.8,8,1,25.5,8,1,晴,8,1,晴,8,1,28.6,8,1
2007/8/27,0,1,8,1,7.7,0,8,1,4.6,8,1,33.5,8,1,26.0,8,1,晴後一時曇,8,1,晴一時薄曇,8,1,28.7,8,1
2007/8/28,0.0,0,8,1,5.1,0,8,1,5.2,8,1,33.8,8,1,24.3,8,1,晴後曇,8,1,曇一時雨、雷を伴う,8,1,28.5,8,1
2007/8/29,1.5,0,8,1,0,1,8,1,3.6,8,1,27.0,8,1,23.0,8,1,曇後一時雨,8,1,曇時々雨,8,1,24.7,8,1
2007/8/30,0.0,0,8,1,0,1,8,1,3.3,8,1,27.8,8,1,22.6,8,1,曇一時雨,8,1,晴時々曇,8,1,24.4,8,1
2007/8/31,0.0,0,8,1,1.6,0,8,1,3.6,8,1,31.1,8,1,22.3,8,1,曇一時雨,8,1,曇後一時雨,8,1,25.5,8,1
2008/8/1,0.0,0,8,1,5.7,0,8,1,3.0,8,1,31.1,8,1,23.0,8,1,曇時々晴,8,1,曇後晴,8,1,26.9,8,1
2008/8/2,0,1,8,1,7.2,0,8,1,4.0,8,1,31.1,8,1,24.8,8,1,晴時々曇,8,1,晴後曇,8,1,28.0,8,1
2008/8/3,0,1,8,1,8.2,0,8,1,5.0,8,1,34.0,8,1,26.9,8,1,晴一時曇,8,1,晴,8,1,29.8,8,1
2008/8/4,0,1,8,1,8.3,0,8,1,4.4,8,1,35.3,8,1,27.7,8,1,晴時々曇、雷を伴う,8,1,晴時々曇、雷を伴う,8,1,30.0,8,1
2008/8/5,2.0,0,8,1,0.0,0,8,1,2.9,8,1,29.2,8,1,26.4,8,1,曇時々雨、雷を伴う,8,1,曇後晴,8,1,27.9,8,1
2008/8/6,0,1,8,1,8.9,0,8,1,3.0,8,1,34.6,8,1,25.2,8,1,晴,8,1,晴,8,1,29.5,8,1
2008/8/7,0,1,8,1,11.7,0,8,1,4.6,8,1,33.0,8,1,27.4,8,1,晴,8,1,晴,8,1,29.7,8,1
2008/8/8,0,1,8,1,11.0,0,8,1,4.1,8,1,34.7,8,1,27.5,8,1,晴,8,1,晴後一時曇,8,1,30.1,8,1
2008/8/9,0,1,8,1,4.3,0,8,1,4.1,8,1,33.4,8,1,25.2,8,1,曇時々晴,8,1,曇一時晴,8,1,28.6,8,1
2008/8/10,0,1,8,1,0.5,0,8,1,3.2,8,1,29.7,8,1,24.2,8,1,曇,8,1,曇,8,1,26.6,8,1
2008/8/11,0.0,0,8,1,4.5,0,8,1,2.7,8,1,32.1,8,1,25.4,8,1,晴時々曇,8,1,晴,8,1,27.9,8,1
2008/8/12,1.5,0,8,1,4.8,0,8,1,3.5,8,1,33.2,8,1,24.6,8,1,曇時々晴一時雨,8,1,晴,8,1,27.7,8,1
2008/8/13,0,1,8,1,8.4,0,8,1,4.8,8,1,32.3,8,1,26.5,8,1,晴,8,1,曇時々晴,8,1,28.9,8,1
2008/8/14,0.0,0,8,1,8.0,0,8,1,6.3,8,1,33.9,8,1,27.9,8,1,晴一時曇,8,1,晴一時曇,8,1,29.9,8,1
2008/8/15,0,1,8,1,12.0,0,8,1,5.9,8,1,34.7,8,1,28.1,8,1,晴,8,1,晴後一時曇,8,1,30.4,8,1
2008/8/16,28.5,0,8,1,4.5,0,8,1,4.5,8,1,34.7,8,1,24.2,8,1,晴後一時雨,8,1,曇一時雨、雷を伴う,8,1,28.3,8,1
2008/8/17,8.0,0,8,1,0.0,0,8,1,4.4,8,1,24.3,8,1,21.0,8,1,曇時々雨,8,1,曇一時雨,8,1,22.3,8,1
2008/8/18,0,1,8,1,7.2,0,8,1,3.1,8,1,29.9,8,1,20.4,8,1,晴時々曇,8,1,曇,8,1,24.6,8,1
2008/8/19,0.0,0,8,1,7.6,0,8,1,4.6,8,1,33.2,8,1,24.8,8,1,晴後一時曇,8,1,晴時々曇一時雨,8,1,28.2,8,1
2008/8/20,5.0,0,8,1,6.3,0,8,1,2.9,8,1,33.0,8,1,22.2,8,1,晴後曇,8,1,曇一時雨、雷を伴う,8,1,27.2,8,1
2008/8/21,18.5,0,8,1,6.8,0,8,1,3.3,8,1,31.5,8,1,20.6,8,1,曇時々晴一時雨、雷を伴う,8,1,曇一時雨、雷を伴う,8,1,24.9,8,1
2008/8/22,0.0,0,8,1,4.2,0,8,1,4.6,8,1,26.2,8,1,19.7,8,1,曇時々晴,8,1,曇,8,1,22.2,8,1
2008/8/23,1.0,0,8,1,0.0,0,8,1,2.9,8,1,24.8,8,1,20.2,8,1,曇一時雨,8,1,曇時々雨,8,1,22.4,8,1
2008/8/24,0.5,0,8,1,0.0,0,8,1,3.0,8,1,28.4,8,1,21.4,8,1,曇,8,1,曇一時雨,8,1,25.2,8,1
2008/8/25,6.0,0,8,1,0.0,0,8,1,3.6,8,1,27.1,8,1,23.1,8,1,曇時々雨,8,1,曇,8,1,24.6,8,1
2008/8/26,1.0,0,8,1,0.1,0,8,1,4.0,8,1,25.3,8,1,21.0,8,1,曇時々雨,8,1,曇,8,1,22.9,8,1
2008/8/27,0.0,0,8,1,1.7,0,8,1,3.2,8,1,29.5,8,1,20.7,8,1,曇,8,1,曇時々雨,8,1,24.1,8,1
2008/8/28,15.0,0,8,1,2.5,0,8,1,3.6,8,1,31.0,8,1,22.5,8,1,曇一時晴時々雨,8,1,曇時々晴後雨,8,1,26.0,8,1
2008/8/29,33.5,0,5,1,1.9,0,4,1,2.8,4,1,30.3,8,1,23.4,8,1,曇時々雨、雷を伴う,8,1,曇時々雨、雷を伴う,8,1,26.0,5,1
2008/8/30,65.0,0,8,1,2.5,0,8,1,,1,1,29.9,8,1,22.7,8,1,曇時々晴一時雨,8,1,曇時々雨、雷を伴う,8,1,26.0,8,1
2008/8/31,0.5,0,8,1,2.9,0,8,1,,1,1,29.7,8,1,23.4,8,1,曇一時雨,8,1,晴時々曇,8,1,25.5,8,1
2009/8/1,0,1,8,1,2.8,0,8,1,3.3,8,1,28.0,8,1,20.8,8,1,曇一時晴,8,1,曇一時晴,8,1,23.4,8,1
2009/8/2,0.0,0,8,1,2.2,0,8,1,2.6,8,1,28.0,8,1,21.0,8,1,曇一時雨,8,1,曇一時雨,8,1,24.3,8,1
2009/8/3,0,1,8,1,3.6,0,8,1,3.3,8,1,30.4,8,1,22.9,8,1,曇後晴,8,1,曇,8,1,25.8,8,1
2009/8/4,0.0,0,8,1,0.5,0,8,1,4.5,8,1,28.3,8,1,22.4,8,1,曇,8,1,曇,8,1,24.4,8,1
2009/8/5,0,1,8,1,1.2,0,8,1,3.0,8,1,30.6,8,1,23.4,8,1,曇,8,1,曇一時晴,8,1,26.3,8,1
2009/8/6,0.0,0,8,1,0.1,0,8,1,2.4,8,1,29.0,8,1,24.5,8,1,曇一時雨,8,1,曇,8,1,26.5,8,1
2009/8/7,10.5,0,8,1,7.1,0,8,1,5.0,8,1,32.4,8,1,25.3,8,1,晴一時曇,8,1,曇一時雨後時々晴、雷を伴う,8,1,28.4,8,1
2009/8/8,0.0,0,8,1,3.6,0,8,1,3.2,8,1,31.7,8,1,24.6,8,1,曇時々晴,8,1,曇,8,1,27.2,8,1
2009/8/9,49.5,0,8,1,0.2,0,8,1,2.9,8,1,31.9,8,1,24.2,8,1,曇後大雨、雷を伴う,8,1,曇後時々雨,8,1,27.3,8,1
2009/8/10,112.5,0,8,1,0.0,0,8,1,3.9,8,1,28.0,8,1,25.0,8,1,大雨時々曇、雷を伴う,8,1,曇,8,1,26.7,8,1
2009/8/11,4.5,0,8,1,2.2,0,8,1,4.5,8,1,28.1,8,1,23.3,8,1,曇一時雨,8,1,曇後晴,8,1,25.7,8,1
2009/8/12,0,1,8,1,6.0,0,8,1,3.3,8,1,29.7,8,1,22.2,8,1,曇時々晴,8,1,曇,8,1,25.0,8,1
2009/8/13,0,1,8,1,8.1,0,8,1,3.0,8,1,31.2,8,1,23.2,8,1,晴一時曇,8,1,曇一時晴,8,1,28.1,8,1
2009/8/14,0,1,8,1,2.7,0,8,1,3.3,8,1,29.7,8,1,24.0,8,1,曇時々晴,8,1,晴,8,1,27.4,8,1
2009/8/15,0,1,8,1,12.4,0,8,1,3.3,8,1,31.7,8,1,22.7,8,1,晴,8,1,晴一時曇,8,1,26.0,8,1
2009/8/16,0,1,8,1,10.2,0,8,1,3.2,8,1,32.6,8,1,22.5,8,1,晴,8,1,晴後一時曇,8,1,26.6,8,1
2009/8/17,0,1,8,1,5.1,0,8,1,3.7,8,1,29.9,8,1,23.2,8,1,晴時々曇,8,1,晴一時曇,8,1,25.8,8,1
2009/8/18,0,1,8,1,7.4,0,8,1,3.6,8,1,30.3,8,1,22.9,8,1,晴時々曇,8,1,薄曇時々晴,8,1,26.1,8,1
2009/8/19,0,1,8,1,3.4,0,8,1,2.8,8,1,30.1,8,1,23.7,8,1,曇一時晴,8,1,曇時々晴,8,1,26.4,8,1
2009/8/20,0,1,8,1,9.3,0,8,1,3.6,8,1,30.2,8,1,23.9,8,1,薄曇,8,1,曇時々晴,8,1,26.6,8,1
2009/8/21,0,1,8,1,2.1,0,8,1,5.5,8,1,31.1,8,1,25.2,8,1,曇,8,1,曇,8,1,28.0,8,1
2009/8/22,0,1,8,1,3.4,0,8,1,3.3,8,1,31.4,8,1,24.9,8,1,曇,8,1,曇,8,1,28.4,8,1
2009/8/23,0.0,0,8,1,4.9,0,8,1,3.2,8,1,31.2,8,1,23.5,8,1,曇,8,1,曇後一時雨,8,1,26.6,8,1
2009/8/24,2.0,0,8,1,3.8,0,8,1,2.9,8,1,29.7,8,1,22.9,8,1,曇時々晴一時雨,8,1,曇一時晴,8,1,25.1,8,1
2009/8/25,0,1,8,1,6.3,0,8,1,3.5,8,1,28.9,8,1,21.9,8,1,晴一時曇,8,1,曇一時晴,8,1,24.2,8,1
2009/8/26,0,1,8,1,6.9,0,8,1,3.5,8,1,28.0,8,1,21.6,8,1,曇後晴,8,1,晴,8,1,24.0,8,1
2009/8/27,0,1,8,1,4.9,0,8,1,2.9,8,1,29.0,8,1,20.2,8,1,晴時々曇,8,1,曇一時晴,8,1,24.5,8,1
2009/8/28,0,1,8,1,11.2,0,8,1,3.6,8,1,30.0,8,1,23.1,8,1,晴,8,1,晴,8,1,26.5,8,1
2009/8/29,0,1,8,1,10.9,0,8,1,3.9,8,1,32.5,8,1,24.9,8,1,晴後一時曇,8,1,曇一時晴,8,1,27.8,8,1
2009/8/30,15.5,0,8,1,0.0,0,8,1,5.7,8,1,26.2,8,1,19.2,8,1,雨時々曇,8,1,雨一時曇,8,1,22.2,8,1
2009/8/31,54.5,0,8,1,0.0,0,8,1,7.5,8,1,20.5,8,1,17.7,8,1,大雨,8,1,曇一時雨,8,1,19.0,8,1
2010/8/1,0.0,0,8,1,5.8,0,8,1,3.3,8,1,32.4,8,1,26.8,8,1,薄曇,8,1,曇,8,1,29.2,8,1
2010/8/2,0.0,0,8,1,3.4,0,8,1,5.2,8,1,33.1,8,1,27.7,8,1,薄曇一時晴,8,1,曇後晴,8,1,29.5,8,1
2010/8/3,0,1,8,1,8.2,0,8,1,5.6,8,1,32.1,8,1,26.9,8,1,晴一時曇,8,1,晴,8,1,29.1,8,1
2010/8/4,0.0,0,8,1,9.1,0,8,1,5.4,8,1,32.1,8,1,26.9,8,1,晴時々曇,8,1,晴,8,1,29.3,8,1
2010/8/5,0,1,8,1,12.5,0,8,1,5.7,8,1,34.5,8,1,27.6,8,1,晴,8,1,晴,8,1,30.2,8,1
2010/8/6,0.0,0,8,1,7.2,0,8,1,5.3,8,1,32.2,8,1,26.3,8,1,晴時々曇,8,1,快晴,8,1,28.8,8,1
2010/8/7,0,1,8,1,12.1,0,8,1,5.1,8,1,32.4,8,1,25.6,8,1,晴後薄曇,8,1,薄曇時々晴,8,1,28.7,8,1
2010/8/8,0.0,0,8,1,5.9,0,8,1,4.2,8,1,31.5,8,1,26.8,8,1,曇,8,1,曇一時雨,8,1,28.8,8,1
2010/8/9,10.0,0,8,1,0.4,0,8,1,3.8,8,1,28.4,8,1,23.8,8,1,曇時々雨,8,1,曇一時雨後晴,8,1,26.5,8,1
2010/8/10,12.5,0,8,1,4.1,0,8,1,4.1,8,1,30.4,8,1,25.5,8,1,曇時々晴一時雨,8,1,曇一時晴,8,1,27.6,8,1
2010/8/11,0,1,8,1,4.9,0,8,1,5.5,8,1,32.1,8,1,25.9,8,1,曇後晴,8,1,晴一時曇,8,1,28.3,8,1
2010/8/12,2.0,0,8,1,2.7,0,8,1,9.3,8,1,31.8,8,1,27.2,8,1,曇後時々雨,8,1,曇,8,1,28.7,8,1
2010/8/13,0.0,0,8,1,3.1,0,8,1,3.9,8,1,30.3,8,1,26.1,8,1,曇,8,1,曇,8,1,27.7,8,1
2010/8/14,0.0,0,8,1,1.7,0,8,1,6.9,8,1,31.6,8,1,26.7,8,1,曇,8,1,薄曇一時晴,8,1,28.9,8,1
2010/8/15,0,1,8,1,9.5,0,8,1,5.5,8,1,32.9,8,1,27.8,8,1,薄曇,8,1,薄曇一時晴,8,1,29.9,8,1
2010/8/16,0,1,8,1,9.8,0,8,1,3.4,8,1,35.9,8,1,27.7,8,1,薄曇,8,1,薄曇,8,1,30.7,8,1
2010/8/17,0,1,8,1,11.9,0,8,1,3.3,8,1,36.2,8,1,27.6,8,1,晴,8,1,晴後曇,8,1,30.9,8,1
2010/8/18,0,1,8,1,5.1,0,8,1,3.7,8,1,34.4,8,1,26.4,8,1,曇後晴,8,1,曇時々晴,8,1,29.6,8,1
2010/8/19,0,1,8,1,3.9,0,8,1,4.2,8,1,32.9,8,1,25.6,8,1,曇後晴,8,1,曇時々晴,8,1,28.0,8,1
2010/8/20,0,1,8,1,2.7,0,8,1,3.3,8,1,30.8,8,1,24.8,8,1,曇後一時晴,8,1,曇,8,1,27.2,8,1
2010/8/21,0,1,8,1,9.1,0,8,1,3.0,8,1,33.2,8,1,24.4,8,1,晴時々曇,8,1,晴,8,1,28.3,8,1
2010/8/22,0,1,8,1,11.7,0,8,1,4.5,8,1,32.1,8,1,26.6,8,1,晴,8,1,晴後一時曇,8,1,28.9,8,1
2010/8/23,0,1,8,1,11.3,0,8,1,4.3,8,1,34.1,8,1,26.7,8,1,晴、雷を伴う,8,1,晴,8,1,29.3,8,1
2010/8/24,0,1,8,1,11.7,0,8,1,5.0,8,1,33.0,8,1,26.5,8,1,晴,8,1,晴後曇,8,1,29.1,8,1
2010/8/25,0,1,8,1,11.3,0,8,1,4.8,8,1,32.5,8,1,26.3,8,1,晴,8,1,快晴,8,1,29.3,8,1
2010/8/26,0,1,8,1,11.5,0,8,1,4.6,8,1,32.7,8,1,27.2,8,1,晴,8,1,晴,8,1,29.5,8,1
2010/8/27,0,1,8,1,11.2,0,8,1,3.9,8,1,33.4,8,1,26.3,8,1,晴,8,1,晴,8,1,29.3,8,1
2010/8/28,0,1,8,1,11.2,0,8,1,4.8,8,1,33.3,8,1,27.0,8,1,晴後一時薄曇,8,1,薄曇時々晴,8,1,29.6,8,1
2010/8/29,0,1,8,1,10.0,0,8,1,4.2,8,1,33.2,8,1,26.9,8,1,薄曇時々晴,8,1,晴一時薄曇,8,1,29.3,8,1
2010/8/30,0,1,8,1,10.5,0,8,1,2.5,8,1,35.4,8,1,25.1,8,1,晴後薄曇,8,1,晴,8,1,29.6,8,1
2010/8/31,0,1,8,1,10.3,0,8,1,3.2,8,1,36.1,8,1,24.7,8,1,晴時々薄曇,8,1,晴,8,1,29.7,8,1
2011/8/1,0,1,8,1,4.8,0,8,1,3.6,8,1,27.8,8,1,21.5,8,1,,8,1,,8,1,24.0,8,1
2011/8/2,0,1,8,1,5.8,0,8,1,3.0,8,1,29.7,8,1,21.0,8,1,,8,1,,8,1,25.1,8,1
2011/8/3,2.0,0,8,1,1.9,0,8,1,2.9,8,1,30.0,8,1,23.4,8,1,,8,1,,8,1,26.2,8,1
2011/8/4,4.5,0,8,1,6.0,0,8,1,4.0,8,1,31.8,8,1,23.5,8,1,,8,1,,8,1,26.9,8,1
2011/8/5,11.5,0,8,1,4.4,0,8,1,3.1,8,1,30.0,8,1,24.6,8,1,,8,1,,8,1,27.0,8,1
2011/8/6,0,1,8,1,7.9,0,8,1,3.6,8,1,31.2,8,1,26.0,8,1,,8,1,,8,1,28.2,8,1
2011/8/7,0.0,0,8,1,4.5,0,8,1,2.4,8,1,33.3,8,1,26.0,8,1,,8,1,,8,1,28.8,8,1
2011/8/8,0,1,8,1,9.5,0,8,1,2.8,8,1,32.6,8,1,26.1,8,1,,8,1,,8,1,29.2,8,1
2011/8/9,0,1,8,1,10.1,0,8,1,3.5,8,1,33.8,8,1,26.5,8,1,,8,1,,8,1,29.6,8,1
2011/8/10,0,1,8,1,12.3,0,8,1,5.4,8,1,34.3,8,1,27.6,8,1,,8,1,,8,1,30.1,8,1
2011/8/11,0,1,8,1,8.9,0,8,1,4.5,8,1,34.3,8,1,27.5,8,1,,8,1,,8,1,30.2,8,1
2011/8/12,0,1,8,1,8.0,0,8,1,2.8,8,1,36.3,8,1,27.2,8,1,,8,1,,8,1,30.4,8,1
2011/8/13,0,1,8,1,6.3,0,8,1,3.1,8,1,33.7,8,1,25.8,8,1,,8,1,,8,1,29.6,8,1
2011/8/14,0,1,8,1,9.6,0,8,1,4.6,8,1,33.6,8,1,27.7,8,1,,8,1,,8,1,29.9,8,1
2011/8/15,0,1,8,1,10.8,0,8,1,5.7,8,1,33.1,8,1,27.1,8,1,,8,1,,8,1,29.8,8,1
2011/8/16,0,1,8,1,7.2,0,8,1,4.2,8,1,33.2,8,1,27.6,8,1,,8,1,,8,1,29.9,8,1
2011/8/17,0,1,8,1,10.8,0,8,1,4.0,8,1,34.4,8,1,27.1,8,1,,8,1,,8,1,30.3,8,1
2011/8/18,0,1,8,1,10.7,0,8,1,7.5,8,1,34.3,8,1,27.8,8,1,,8,1,,8,1,30.5,8,1
2011/8/19,24.5,0,8,1,1.4,0,8,1,5.7,8,1,30.9,8,1,21.9,8,1,,8,1,,8,1,25.0,8,1
2011/8/20,0.0,0,8,1,0.0,0,8,1,2.6,8,1,25.9,8,1,22.4,8,1,,8,1,,8,1,23.7,8,1
2011/8/21,8.0,0,8,1,0.0,0,8,1,2.8,8,1,23.3,8,1,20.0,8,1,,8,1,,8,1,21.1,8,1
2011/8/22,16.5,0,8,1,0.0,0,8,1,2.7,8,1,23.1,8,1,20.2,8,1,,8,1,,8,1,21.7,8,1
2011/8/23,0.5,0,8,1,8.9,0,8,1,3.9,8,1,31.5,8,1,22.0,8,1,,8,1,,8,1,26.6,8,1
2011/8/24,35.0,0,8,1,3.8,0,8,1,3.9,8,1,30.3,8,1,25.6,8,1,,8,1,,8,1,27.5,8,1
2011/8/25,5.0,0,8,1,0.7,0,8,1,5.4,8,1,29.7,8,1,25.7,8,1,,8,1,,8,1,27.8,8,1
2011/8/26,22.0,0,8,1,7.7,0,8,1,4.2,8,1,31.9,8,1,23.0,8,1,,8,1,,8,1,26.7,8,1
2011/8/27,7.5,0,8,1,2.3,0,8,1,3.7,8,1,27.3,8,1,22.2,8,1,,8,1,,8,1,24.2,8,1
2011/8/28,0,1,8,1,8.1,0,8,1,3.1,8,1,30.7,8,1,21.9,8,1,,8,1,,8,1,25.5,8,1
2011/8/29,0,1,8,1,4.8,0,8,1,3.8,8,1,29.8,8,1,23.0,8,1,,8,1,,8,1,25.4,8,1
2011/8/30,1.5,0,8,1,8.8,0,8,1,4.4,8,1,31.1,8,1,23.0,8,1,,8,1,,8,1,26.1,8,1
2011/8/31,4.5,0,8,1,0.4,0,8,1,3.0,8,1,30.4,8,1,22.2,8,1,,8,1,,8,1,26.1,8,1
2012/8/1,2.5,0,8,1,6.4,0,8,1,3.6,8,1,32.5,8,1,25.3,8,1,,8,1,,8,1,28.3,8,1
2012/8/2,0,1,8,1,12.0,0,8,1,3.3,8,1,33.3,8,1,26.2,8,1,,8,1,,8,1,29.2,8,1
2012/8/3,0,1,8,1,11.1,0,8,1,3.8,8,1,33.3,8,1,25.7,8,1,,8,1,,8,1,28.7,8,1
2012/8/4,0.0,0,8,1,6.0,0,8,1,3.8,8,1,33.6,8,1,25.1,8,1,,8,1,,8,1,28.1,8,1
2012/8/5,0.0,0,8,1,5.9,0,8,1,3.1,8,1,32.8,8,1,25.8,8,1,,8,1,,8,1,28.7,8,1
2012/8/6,17.5,0,8,1,0.5,0,8,1,2.4,8,1,29.5,8,1,25.0,8,1,,8,1,,8,1,26.5,8,1
2012/8/7,0,1,8,1,8.6,0,8,1,3.2,8,1,33.0,8,1,24.5,8,1,,8,1,,8,1,27.9,8,1
2012/8/8,0.0,0,8,1,7.7,0,8,1,4.7,8,1,30.3,8,1,22.3,8,1,,8,1,,8,1,25.2,8,1
2012/8/9,0,1,8,1,11.9,0,8,1,3.5,8,1,29.7,8,1,21.4,8,1,,8,1,,8,1,24.9,8,1
2012/8/10,0,1,8,1,7.2,0,8,1,3.9,8,1,30.8,8,1,22.0,8,1,,8,1,,8,1,26.3,8,1
